user_id,account_type,region,signup_date,is_active
user_1249,Premium,Oceania,2018-02-20,True
user_1250,,Africa,2019-05-13,False
user_1251,Free,Africa,,False
user_1252,Enterprise,South America,2022-03-05,True
user_1253,Enterprise,Europe,2019-05-19,False
user_1254,Enterprise,Europe,2020-12-18,False
user_1255,Enterprise,South America,2021-04-10,
user_1256,Free,North America,2017-01-31,True
user_1257,Free,Oceania,2024-01-04,False
user_1258,Enterprise,Europe,2016-06-09,False
user_1259,Free,Africa,2021-05-14,True
user_1260,Premium,Asia,2018-12-01,
user_1261,Free,Africa,2023-07-05,True
user_1262,Premium,North America,2019-04-04,False
user_1263,Premium,Africa,2016-09-30,False
user_1264,Enterprise,Oceania,2021-04-19,False
user_1265,Premium,North America,2017-12-10,False
user_1266,Enterprise,Oceania,2017-04-27,True
user_1267,Enterprise,Asia,2019-11-23,True
user_1268,Premium,South America,2023-05-14,False
user_1269,Enterprise,Africa,2022-08-14,True
user_1270,Free,Oceania,2019-07-18,True
user_1271,Premium,Asia,2015-01-13,True
user_1272,Enterprise,Oceania,2021-09-25,True
user_1273,Free,,2021-05-21,True
user_1274,Enterprise,Africa,2019-06-13,
user_1275,Free,South America,2015-02-08,True
user_1276,Enterprise,South America,2016-09-19,True
user_1277,Premium,North America,2018-09-16,
user_1278,Free,Africa,,False
user_1279,Enterprise,Asia,2016-11-21,True
user_1280,Premium,Africa,2016-10-21,False
user_1281,Premium,Europe,2015-01-10,True
user_1282,Free,South America,,True
user_1283,Enterprise,South America,2023-11-30,True
user_1284,Free,Oceania,2024-04-14,True
user_1285,Enterprise,Africa,2019-06-17,False
user_1286,Premium,North America,2015-06-27,
user_1287,Enterprise,Africa,2021-05-03,False
user_1288,Free,,2018-04-26,True
user_1289,Premium,,2020-05-19,False
user_1290,,North America,2018-09-11,True
user_1291,Enterprise,North America,,True
user_1292,Free,Europe,2023-10-04,True
user_1293,Free,Europe,,False
user_1294,Enterprise,North America,2023-09-23,True
user_1295,Premium,Europe,2020-02-15,False
user_1296,Enterprise,North America,2019-06-18,True
user_1297,Enterprise,,,True
user_1298,Premium,South America,2023-06-22,
user_1299,Premium,Oceania,2017-08-05,False
user_1300,Premium,South America,2018-08-12,True
user_1301,Free,North America,2015-08-05,True
user_1302,Enterprise,Africa,2017-03-06,False
user_1303,Free,South America,2018-02-23,True
user_1304,Premium,Oceania,2020-07-09,False
user_1305,Free,Oceania,2023-01-18,True
user_1306,Premium,Asia,2018-10-30,False
user_1307,Free,North America,2022-08-24,True
user_1308,Enterprise,,2015-03-30,False
user_1309,Free,Oceania,2015-01-03,False
user_1310,Enterprise,North America,2024-06-13,True
user_1311,Premium,South America,2024-02-04,True
user_1312,Premium,North America,2016-06-03,False
user_1313,Premium,Africa,2016-11-11,False
user_1314,Free,Europe,2015-03-13,False
user_1315,Premium,Europe,2024-07-19,False
user_1316,Enterprise,Oceania,2019-12-03,False
user_1317,Premium,North America,2015-09-06,False
user_1318,Premium,Europe,2020-03-21,True
user_1319,Premium,North America,2021-05-02,False
user_1320,Free,Oceania,2024-03-14,False
user_1321,Enterprise,Asia,,True
user_1322,Premium,South America,2023-03-05,True
user_1323,Enterprise,Asia,2018-08-25,False
user_1324,Free,South America,2020-01-23,False
user_1325,Free,Africa,2018-04-03,False
user_1326,Premium,North America,2015-05-03,True
user_1327,Free,Oceania,2019-03-25,False
user_1328,Free,Europe,2017-12-19,False
user_1329,Free,Europe,2023-05-31,True
user_1330,Enterprise,Africa,2017-08-16,True
user_1331,Free,Asia,2020-05-23,True
user_1332,Free,Asia,2019-04-04,False
user_1333,Enterprise,Oceania,2023-09-01,False
user_1334,Enterprise,Oceania,2016-03-06,False
user_1335,Premium,Africa,2017-08-11,False
user_1336,,Europe,2023-05-17,True
user_1337,Free,Asia,2024-02-20,True
user_1338,Enterprise,Asia,,False
user_1339,Enterprise,North America,2016-03-25,False
user_1340,Free,Oceania,2017-03-03,False
user_1341,Free,Asia,2017-09-08,True
user_1342,Free,Africa,2020-11-08,True
user_1343,Free,Europe,2017-02-26,True
user_1344,Free,,2024-06-23,True
user_1345,Free,,2018-07-13,False
user_1346,Premium,Europe,2015-03-03,False
user_1347,Free,Africa,2018-01-26,True
user_1348,Free,Africa,2015-04-03,True
user_1349,Premium,Europe,2022-04-18,True
user_1350,Enterprise,Asia,2023-07-04,True
user_1351,Free,South America,2021-11-25,False
user_1352,Premium,North America,2021-10-31,False
user_1353,,,2022-10-13,False
user_1354,Enterprise,North America,2021-12-04,True
user_1355,,Oceania,2019-06-21,False
user_1356,Premium,,2015-10-03,False
user_1357,Enterprise,Oceania,2015-04-10,False
user_1358,Premium,North America,2021-09-22,True
user_1359,Premium,Africa,2022-05-06,False
user_1360,Enterprise,Africa,2022-04-23,False
user_1361,Enterprise,Europe,2022-12-17,True
user_1362,Enterprise,Europe,2020-02-13,True
user_1363,Free,South America,2019-10-22,False
user_1364,Free,Asia,2024-09-13,True
user_1365,Free,South America,2018-04-28,False
user_1366,Enterprise,Africa,2020-01-24,False
user_1367,Premium,Europe,2021-07-28,True
user_1368,Enterprise,Africa,2022-08-09,True
user_1369,Enterprise,Asia,2016-02-02,True
user_1370,Premium,South America,,
user_1371,Free,,2016-05-30,False
user_1372,Free,Asia,2018-12-26,False
user_1373,Enterprise,Europe,2020-03-07,
user_1374,Premium,North America,2024-02-26,False
user_1375,,Europe,2022-05-25,False
user_1376,Enterprise,,2015-06-26,False
user_1377,Free,Europe,,False
user_1378,Free,Asia,2016-01-20,True
user_1379,Enterprise,North America,2016-04-12,False
user_1380,Free,Africa,,False
user_1381,Free,Oceania,,True
user_1382,Free,South America,2020-06-18,False
user_1383,Free,Africa,2018-01-13,False
user_1384,Enterprise,South America,2021-07-12,False
user_1385,Free,Oceania,2019-05-03,True
user_1386,Premium,Africa,2021-09-25,True
user_1387,Premium,Africa,2024-10-31,False
user_1388,Enterprise,Europe,2022-11-12,True
user_1389,Enterprise,South America,2020-03-17,False
user_1390,Premium,,2022-04-11,False
user_1391,,,,True
user_1392,Premium,,2022-12-28,True
user_1393,Premium,Asia,2023-02-02,True
user_1394,Free,Europe,2018-10-31,False
user_1395,Enterprise,Africa,2020-02-02,False
user_1396,Free,Oceania,2024-05-08,False
user_1397,Free,,2024-01-23,True
user_1398,Premium,North America,2018-10-24,True
user_1399,,Africa,2022-07-04,False
user_1400,Premium,,2021-01-08,True
user_1401,Premium,North America,2015-01-15,
user_1402,Free,Asia,2021-09-21,True
user_1403,Premium,Asia,2018-12-07,True
user_1404,Enterprise,,2016-02-08,False
user_1405,Premium,Oceania,2016-11-04,True
user_1406,Premium,Asia,,
user_1407,Premium,North America,2023-09-04,True
user_1408,Free,South America,2019-09-15,False
user_1409,Premium,Europe,2016-12-08,True
user_1410,Premium,Oceania,2023-08-26,False
user_1411,,,2023-12-17,True
user_1412,Free,South America,2021-01-29,True
user_1413,Enterprise,Europe,2020-07-06,True
user_1414,Enterprise,Oceania,2024-02-16,True
user_1415,Premium,Europe,2015-06-02,False
user_1416,,Africa,2017-07-07,False
user_1417,Premium,,2019-05-06,False
user_1418,Enterprise,Asia,2018-10-09,True
user_1419,Free,Europe,2015-01-10,False
user_1420,Enterprise,,2019-09-05,False
user_1421,,Oceania,2016-01-27,True
user_1422,Enterprise,,2017-10-25,False
user_1423,Premium,Asia,2020-03-22,False
user_1424,Premium,Africa,2019-09-18,True
user_1425,Free,Europe,2018-09-18,True
user_1426,Enterprise,Europe,2017-03-27,True
user_1427,Free,Africa,2020-01-12,False
user_1428,Enterprise,Asia,2023-08-09,False
user_1429,Premium,Asia,2016-01-12,True
user_1430,Enterprise,Europe,2021-07-12,True
user_1431,Premium,North America,2019-06-19,True
user_1432,,Europe,2015-07-18,False
user_1433,,Europe,2024-09-14,False
user_1434,Premium,Europe,2018-07-24,True
user_1435,,Europe,2024-01-16,True
user_1436,Free,Europe,2023-10-04,False
user_1437,Premium,North America,2022-03-24,False
user_1438,Premium,South America,,True
user_1439,Premium,South America,2023-06-20,True
user_1440,Enterprise,Europe,2019-04-26,False
user_1441,Enterprise,South America,2016-02-27,False
user_1442,Free,North America,2021-02-14,False
user_1443,,Oceania,2015-11-30,False
user_1444,Premium,Asia,2018-08-20,True
user_1445,Free,Oceania,2023-01-30,False
user_1446,,Africa,2020-03-12,True
user_1447,Premium,North America,2017-12-07,True
user_1448,Enterprise,South America,2022-08-06,True
user_1449,,Africa,,True
user_1450,Enterprise,Asia,2018-06-03,False
user_1451,Premium,Oceania,2024-07-03,False
user_1452,Premium,Asia,2023-08-18,True
user_1453,Enterprise,North America,2023-02-09,True
user_1454,Premium,Asia,2020-04-05,True
user_1455,Free,Europe,2024-03-28,True
user_1456,Premium,Europe,2016-11-29,True
user_1457,Enterprise,South America,2022-01-13,
user_1458,Free,Asia,2020-12-17,False
user_1459,Enterprise,Asia,,False
user_1460,,South America,2019-08-28,
user_1461,,,2020-05-19,False
user_1462,Premium,North America,2017-03-16,True
user_1463,Free,Asia,2016-03-04,True
user_1464,Premium,North America,2022-11-23,False
user_1465,Free,Europe,2015-01-09,True
user_1466,,,2018-06-28,True
user_1467,Free,South America,2024-03-31,
user_1468,Enterprise,South America,2019-12-10,False
user_1469,Free,North America,2024-12-24,
user_1470,Free,Europe,2024-08-08,
user_1471,Free,Europe,2020-02-13,False
user_1472,Premium,North America,2023-12-19,True
user_1473,Enterprise,South America,2024-07-06,False
user_1474,Free,Asia,,False
user_1475,Free,North America,2021-07-12,False
user_1476,Enterprise,Africa,2022-05-22,False
user_1477,Premium,Europe,2024-12-30,False
user_1478,Enterprise,South America,2020-01-21,True
user_1479,Premium,Europe,2022-08-20,False
user_1480,Free,South America,,False
user_1481,Premium,Europe,,
user_1482,Free,,,True
user_1483,Premium,Oceania,2024-12-04,False
user_1484,Free,Europe,2019-02-13,True
user_1485,Enterprise,Oceania,2018-01-21,
user_1486,Free,Africa,2015-09-06,True
user_1487,Free,South America,2015-12-08,False
user_1488,Premium,,2021-02-14,False
user_1489,Enterprise,Oceania,2019-12-17,False
user_1490,Premium,South America,2016-10-03,True
user_1491,Free,Asia,2019-07-07,
user_1492,Free,Asia,2024-08-26,False
user_1493,Premium,South America,2023-02-02,True
user_1494,Free,Europe,2017-06-09,False
user_1495,Enterprise,South America,2020-03-21,True
user_1496,Enterprise,North America,2019-08-18,True
user_1497,Premium,Africa,2019-05-06,
user_1498,Premium,Asia,2015-08-15,
user_1499,Premium,Europe,2019-07-06,True
user_1500,,Oceania,2016-09-21,False
user_1501,Free,Oceania,2015-04-06,False
user_1502,Enterprise,Africa,2020-05-25,
user_1503,Free,Africa,2017-10-30,True
user_1504,Premium,Africa,2022-01-21,False
user_1505,Enterprise,,2018-04-25,
user_1506,Enterprise,Oceania,,False
user_1507,Enterprise,Asia,2024-09-30,True
user_1508,Premium,South America,2021-08-20,False
user_1509,Free,South America,2020-12-03,True
user_1510,Free,Asia,2019-02-12,True
user_1511,Premium,Europe,2021-05-20,True
user_1512,Enterprise,North America,,False
user_1513,Premium,Africa,2022-09-24,False
user_1514,,South America,2015-06-11,True
user_1515,Free,Africa,2019-11-28,True
user_1516,Premium,Africa,2020-07-12,True
user_1517,Free,Africa,,True
user_1518,Free,Oceania,2022-08-07,True
user_1519,Free,Oceania,2024-12-30,False
user_1520,Premium,South America,2017-03-05,True
user_1521,Premium,South America,2024-01-21,True
user_1522,Premium,Europe,2023-12-15,False
user_1523,Enterprise,Europe,2022-05-07,True
user_1524,Premium,North America,2023-10-23,False
user_1525,Premium,Oceania,,False
user_1526,Free,Africa,2018-06-30,True
user_1527,,South America,2020-07-07,True
user_1528,Free,Asia,2015-11-07,False
user_1529,Premium,Europe,2015-11-27,True
user_1530,Premium,Africa,2022-09-06,False
user_1531,Free,Oceania,2020-09-24,False
user_1532,Enterprise,Europe,,True
user_1533,Free,Asia,2016-12-06,True
user_1534,Enterprise,Europe,2021-01-02,
user_1535,Free,Oceania,2021-09-22,True
user_1536,Free,,2019-02-15,False
user_1537,Premium,Asia,2017-09-28,True
user_1538,Premium,Oceania,2017-05-23,True
user_1539,Enterprise,Asia,2023-04-23,True
user_1540,,North America,2021-01-31,True
user_1541,Free,Africa,2015-04-21,False
user_1542,Premium,Europe,2019-03-01,True
user_1543,Enterprise,South America,2021-06-14,True
user_1544,Premium,Asia,2017-12-31,False
user_1545,Premium,North America,,
user_1546,Free,Europe,2020-12-20,True
user_1547,Free,Europe,2022-11-25,True
user_1548,Premium,Asia,2023-10-28,False
user_1549,Free,South America,2019-10-10,
user_1550,Premium,North America,2019-05-17,False
user_1551,Enterprise,Africa,2017-04-19,True
user_1552,Enterprise,Oceania,2022-03-22,True
user_1553,Enterprise,Oceania,2017-10-05,False
user_1554,Free,South America,2019-05-01,True
user_1555,Enterprise,Asia,2015-05-25,False
user_1556,Premium,Asia,2017-09-22,False
user_1557,Free,Oceania,2019-01-29,False
user_1558,Enterprise,South America,2017-02-01,True
user_1559,Free,South America,2022-06-23,False
user_1560,Free,North America,2020-10-03,True
user_1561,Enterprise,Asia,2015-01-04,
user_1562,,Asia,2022-01-23,False
user_1563,Enterprise,Europe,2023-06-10,True
user_1564,Premium,North America,,False
user_1565,Enterprise,North America,2015-01-29,
user_1566,Enterprise,Oceania,2024-12-06,False
user_1567,Free,,2016-06-12,False
user_1568,Enterprise,Asia,2019-03-25,False
user_1569,Enterprise,North America,2024-10-17,False
user_1570,Enterprise,Africa,2020-09-05,
user_1571,Premium,Oceania,2019-06-17,True
user_1572,Enterprise,Africa,2024-09-22,True
user_1573,Premium,South America,2023-06-26,False
user_1574,Enterprise,Asia,,True
user_1575,Premium,South America,2022-10-01,False
user_1576,Premium,North America,2016-08-26,True
user_1577,Premium,South America,2018-07-21,True
user_1578,Premium,South America,2021-05-28,True
user_1579,,,,True
user_1580,Enterprise,Asia,2019-12-01,True
user_1581,Enterprise,North America,,True
user_1582,Premium,North America,,False
user_1583,Enterprise,Asia,2018-01-07,False
user_1584,Enterprise,,,True
user_1585,Premium,Oceania,2024-12-15,False
user_1586,Premium,South America,2020-08-30,False
user_1587,Enterprise,,,True
user_1588,,Oceania,2021-12-27,True
user_1589,Free,South America,2018-07-17,True
user_1590,Free,Europe,2021-07-22,False
user_1591,Free,South America,2017-06-17,
user_1592,Free,Europe,2021-01-13,False
user_1593,Free,South America,,True
user_1594,,Africa,,True
user_1595,Premium,Africa,2022-09-12,
user_1596,,Asia,2024-06-27,True
user_1597,Enterprise,Oceania,2024-03-21,False
user_1598,Enterprise,Europe,,True
user_1599,Free,Oceania,2017-10-29,False
user_1600,Enterprise,North America,2021-04-15,True
user_1601,Enterprise,North America,2021-05-02,
user_1602,Enterprise,Africa,2018-03-22,False
user_1603,Premium,Europe,2024-06-27,False
user_1604,Premium,,2022-11-04,
user_1605,Free,Europe,2016-04-30,True
user_1606,Free,Africa,2018-12-23,True
user_1607,Enterprise,Africa,2016-10-03,False
user_1608,Free,,2022-09-23,True
user_1609,Enterprise,Asia,,False
user_1610,Enterprise,North America,2020-08-06,False
user_1611,Premium,North America,2017-05-07,False
user_1612,Free,South America,2021-04-19,True
user_1613,Enterprise,North America,2018-04-30,True
user_1614,Enterprise,Europe,2024-09-01,False
user_1615,Enterprise,,2017-05-28,False
user_1616,Free,Europe,2023-12-09,True
user_1617,Free,North America,2016-11-22,False
user_1618,Free,Europe,2023-09-16,False
user_1619,Premium,South America,2015-04-12,False
user_1620,Premium,South America,2015-04-16,True
user_1621,Premium,Oceania,,
user_1622,Free,,,True
user_1623,,,2020-06-07,True
user_1624,Premium,South America,2017-11-13,True
user_1625,Free,Africa,2022-11-12,False
user_1626,Free,Asia,2023-03-30,False
user_1627,Premium,Europe,2020-02-28,False
user_1628,Premium,Oceania,2016-06-08,False
user_1629,Premium,Europe,2016-09-14,
user_1630,Premium,Europe,2017-12-04,True
user_1631,Free,Oceania,2016-09-21,True
user_1632,Free,Oceania,2023-02-09,True
user_1633,Premium,Europe,2023-09-24,True
user_1634,Premium,Africa,2020-12-06,True
user_1635,Premium,South America,,False
user_1636,Enterprise,Africa,2018-09-29,True
user_1637,Enterprise,Africa,2024-07-13,
user_1638,Premium,Asia,2017-04-05,True
user_1639,Free,North America,2023-04-02,True
user_1640,Enterprise,Asia,2024-06-04,False
user_1641,,North America,2021-04-27,True
user_1642,Premium,South America,2017-04-12,
user_1643,Enterprise,North America,2019-08-25,True
user_1644,Premium,North America,2021-12-28,False
user_1645,Free,South America,2017-10-15,True
user_1646,Free,Asia,2024-12-06,True
user_1647,Free,South America,2020-11-11,False
user_1648,Enterprise,,2019-02-16,False
user_1649,Premium,South America,2024-01-02,True
user_1650,Enterprise,Asia,2021-10-23,True
user_1651,Enterprise,Oceania,2019-11-08,False
user_1652,Free,North America,2024-02-06,True
user_1653,Enterprise,Africa,2016-02-23,True
user_1654,Free,Africa,2015-06-02,True
user_1655,,,,True
user_1656,Enterprise,South America,2015-12-07,True
user_1657,Free,Europe,2023-08-01,False
user_1658,Premium,South America,2021-08-03,
user_1659,Free,Africa,2018-05-05,False
user_1660,Premium,Asia,2022-07-10,True
user_1661,Free,Asia,,False
user_1662,Free,South America,2020-02-28,True
user_1663,Enterprise,Europe,2017-07-19,True
user_1664,Enterprise,North America,2015-09-24,True
user_1665,Premium,Asia,2020-06-10,False
user_1666,Premium,Oceania,2016-04-15,True
user_1667,Free,Africa,2024-12-10,
user_1668,Free,Oceania,,False
user_1669,Free,North America,2024-10-08,False
user_1670,Premium,Asia,2020-03-04,True
user_1671,Enterprise,Asia,2020-12-09,False
user_1672,Free,North America,,False
user_1673,Free,,2023-07-31,True
user_1674,Enterprise,North America,,True
user_1675,Premium,,2020-12-06,
user_1676,Free,Asia,2024-07-26,True
user_1677,Free,Europe,2018-02-23,True
user_1678,Free,South America,2020-06-25,True
user_1679,Free,North America,,False
user_1680,Enterprise,Asia,2021-03-21,True
user_1681,,North America,2016-10-19,True
user_1682,Premium,North America,2020-01-21,True
user_1683,Free,Asia,2024-11-12,True
user_1684,Free,Europe,2021-07-20,False
user_1685,Free,South America,2023-08-03,True
user_1686,Premium,North America,2021-06-23,True
user_1687,Premium,Oceania,2016-08-14,True
user_1688,Enterprise,Oceania,2024-11-20,True
user_1689,Free,Oceania,2016-03-14,True
user_1690,Premium,Asia,2015-06-27,False
user_1691,Free,Europe,2016-11-28,True
user_1692,Free,South America,2017-08-17,
user_1693,Premium,Africa,2019-09-16,False
user_1694,Free,Europe,2022-08-14,False
user_1695,Premium,Oceania,2018-01-02,True
user_1696,Enterprise,Asia,2019-08-10,True
user_1697,Free,Oceania,2021-04-16,False
user_1698,Premium,Africa,2019-02-24,False
user_1699,Free,North America,2023-06-16,False
user_1700,Premium,Africa,2022-12-30,False
user_1701,Enterprise,Oceania,2017-02-23,True
user_1702,Free,South America,2021-02-28,False
user_1703,Free,North America,2020-01-13,False
user_1704,Free,Asia,2020-12-29,True
user_1705,,South America,2019-03-16,False
user_1706,Enterprise,South America,2022-01-11,False
user_1707,Free,South America,2015-07-28,True
user_1708,Free,North America,2015-11-24,True
user_1709,,Africa,2018-01-16,
user_1710,Enterprise,Asia,2019-08-15,
user_1711,,North America,2022-10-17,False
user_1712,,Europe,2020-09-13,True
user_1713,Enterprise,North America,2015-11-10,False
user_1714,Free,North America,2015-03-17,False
user_1715,Premium,South America,2022-04-10,
user_1716,,South America,2024-11-19,True
user_1717,,Africa,2015-08-02,True
user_1718,Free,Asia,2020-09-10,True
user_1719,Enterprise,South America,2023-01-19,False
user_1720,Premium,Oceania,2020-04-26,False
user_1721,,,2018-09-02,False
user_1722,Free,North America,2022-07-13,False
user_1723,Premium,Oceania,2015-02-11,True
user_1724,Free,South America,2024-07-25,True
user_1725,,Oceania,2023-02-18,False
user_1726,Free,North America,2018-02-18,False
user_1727,Free,Asia,,True
user_1728,Free,South America,,
user_1729,Enterprise,North America,2021-03-31,True
user_1730,Enterprise,Asia,2016-05-29,True
user_1731,Premium,Europe,2018-02-21,True
user_1732,,North America,2017-08-26,False
user_1733,Free,Asia,2023-04-28,True
user_1734,Free,South America,2015-05-19,False
user_1735,Enterprise,Asia,2024-04-15,False
user_1736,Free,Africa,2016-07-25,True
user_1737,Free,North America,2018-08-23,True
user_1738,Premium,Asia,2023-10-28,False
user_1739,Free,South America,2018-03-24,True
user_1740,Free,South America,2024-12-27,False
user_1741,Enterprise,Europe,2015-06-15,False
user_1742,Enterprise,South America,2020-11-17,
user_1743,Enterprise,Oceania,2017-05-01,True
user_1744,Premium,South America,,False
user_1745,Free,North America,2020-07-09,False
user_1746,Free,Africa,,True
user_1747,Free,Europe,2016-05-15,True
user_1748,Enterprise,North America,2018-02-22,False
user_1749,,Oceania,2022-01-26,False
user_1750,,,2018-03-17,True
user_1751,Enterprise,,2023-07-12,False
user_1752,Free,Africa,2024-02-24,True
user_1753,Premium,Asia,2021-07-28,
user_1754,Free,South America,2016-12-03,True
user_1755,Premium,Asia,2021-10-13,False
user_1756,Free,North America,2017-04-29,
user_1757,Premium,North America,2015-08-28,True
user_1758,Enterprise,Oceania,2019-09-19,False
user_1759,Free,North America,2020-09-16,False
user_1760,Enterprise,,,
user_1761,Free,Oceania,2020-07-30,True
user_1762,Enterprise,South America,2024-05-03,True
user_1763,,North America,2019-04-28,False
user_1764,,Asia,,True
user_1765,Premium,,2016-06-28,False
user_1766,Premium,South America,2019-12-18,True
user_1767,Enterprise,Asia,2019-04-14,
user_1768,Enterprise,Oceania,2023-04-24,
user_1769,Premium,,2018-01-20,True
user_1770,Free,Africa,2022-06-11,False
user_1771,,Africa,2020-06-23,False
user_1772,Premium,Europe,2020-09-15,True
user_1773,,Africa,2024-09-17,False
user_1774,Free,Europe,2023-10-05,False
user_1775,Premium,North America,2021-11-27,False
user_1776,Enterprise,South America,2024-05-30,True
user_1777,,Oceania,2020-05-18,True
user_1778,Premium,Oceania,2019-04-19,False
user_1779,Premium,South America,,
user_1780,Enterprise,,2018-01-19,True
user_1781,Enterprise,Africa,2024-01-08,False
user_1782,Enterprise,South America,2016-07-11,True
user_1783,Enterprise,Oceania,2021-11-17,True
user_1784,Free,Oceania,2022-11-08,
user_1785,Premium,Europe,2015-05-09,True
user_1786,Free,Asia,,True
user_1787,Premium,Africa,2020-09-25,True
user_1788,Enterprise,Africa,2021-07-11,False
user_1789,Enterprise,Asia,2023-07-21,False
user_1790,Enterprise,North America,2016-10-30,False
user_1791,,Europe,2016-06-15,True
user_1792,Enterprise,,2018-01-06,False
user_1793,Premium,South America,2017-07-29,False
user_1794,Premium,Oceania,2024-08-16,
user_1795,Free,,,False
user_1796,Enterprise,,,True
user_1797,Free,Africa,2020-03-26,True
user_1798,Enterprise,Africa,2022-04-15,False
user_1799,Premium,Africa,2024-01-06,True
user_1800,Free,Oceania,2020-08-23,True
user_1801,Premium,Europe,2022-05-17,True
user_1802,Premium,,2019-06-11,True
user_1803,Free,Europe,2023-09-09,True
user_1804,Free,South America,2020-09-29,True
user_1805,Enterprise,Oceania,2022-07-09,False
user_1806,Enterprise,Oceania,,True
user_1807,Premium,Europe,2022-09-01,True
user_1808,Premium,Africa,2021-10-19,False
user_1809,Enterprise,North America,2017-07-13,True
user_1810,,South America,2015-04-12,False
user_1811,Free,Oceania,2018-04-03,True
user_1812,Free,Africa,2015-09-02,False
user_1813,Premium,North America,2016-06-04,False
user_1814,Free,Oceania,2018-02-04,False
user_1815,,,2018-02-03,False
user_1816,,South America,2024-06-08,False
user_1817,Premium,North America,2016-10-04,True
user_1818,Premium,Asia,,True
user_1819,Free,Europe,2021-08-03,True
user_1820,Free,Oceania,2022-08-25,True
user_1821,Premium,Asia,2020-04-19,False
user_1822,Free,South America,2017-03-09,True
user_1823,Premium,Oceania,2017-04-14,
user_1824,Enterprise,Europe,2020-12-03,False
user_1825,Free,Africa,2015-04-18,True
user_1826,Premium,Oceania,2021-02-10,False
user_1827,Premium,North America,2022-05-26,False
user_1828,Premium,,2017-12-25,True
user_1829,Enterprise,Asia,2020-08-20,True
user_1830,Free,Asia,2023-09-07,False
user_1831,Free,North America,2021-04-27,True
user_1832,Enterprise,Africa,,True
user_1833,Free,Europe,,False
user_1834,Free,South America,2021-04-27,True
user_1835,Free,Europe,2015-01-10,
user_1836,,Asia,2023-10-13,False
user_1837,Premium,Asia,2017-05-18,False
user_1838,Enterprise,North America,2016-03-18,True
user_1839,Free,Africa,2023-11-13,False
user_1840,Free,North America,,False
user_1841,,,2017-05-22,True
user_1842,Free,Oceania,2015-06-12,True
user_1843,Premium,Asia,2018-05-15,False
user_1844,Free,,2015-09-08,
user_1845,Premium,South America,2015-04-13,False
user_1846,Enterprise,South America,2018-04-07,False
user_1847,Free,South America,2020-08-06,True
user_1848,Free,Asia,2022-01-26,True
user_1849,Free,South America,2024-04-13,False
user_1850,Premium,Oceania,2016-01-29,True
user_1851,Enterprise,Africa,2022-08-17,True
user_1852,Enterprise,North America,2023-07-20,False
user_1853,Premium,Asia,2021-04-23,False
user_1854,Free,Africa,,False
user_1855,Premium,,2024-06-16,False
user_1856,Enterprise,North America,2017-05-20,True
user_1857,Premium,South America,2016-01-28,True
user_1858,Enterprise,Africa,2019-01-21,False
user_1859,Premium,Africa,2023-06-19,True
user_1860,Free,North America,2020-03-02,
user_1861,Enterprise,Asia,2016-07-25,True
user_1862,Free,South America,2022-11-24,False
user_1863,Free,Africa,2022-07-16,
user_1864,Free,Africa,2023-07-10,
user_1865,Enterprise,South America,2019-11-20,True
user_1866,Enterprise,North America,2020-01-25,False
user_1867,Enterprise,Oceania,,False
user_1868,Free,Europe,2015-10-31,False
user_1869,Free,,2020-09-29,True
user_1870,Enterprise,North America,2020-10-31,True
user_1871,Free,Europe,2023-03-18,True
user_1872,Premium,Africa,2015-01-11,True
user_1873,Enterprise,,2022-01-06,True
user_1874,Premium,Oceania,2024-04-24,True
user_1875,Premium,North America,,True
user_1876,Premium,North America,2024-06-17,True
user_1877,Enterprise,Africa,2020-06-03,False
user_1878,Enterprise,Africa,2020-04-05,True
user_1879,Free,South America,2022-12-04,False
user_1880,Premium,Europe,2022-11-14,False
user_1881,,Europe,2021-05-29,True
user_1882,Premium,Africa,2017-07-15,False
user_1883,Enterprise,,2017-01-31,True
user_1884,Free,,2022-06-23,False
user_1885,Premium,Europe,2020-06-30,True
user_1886,Premium,Oceania,2016-04-22,True
user_1887,Enterprise,North America,2017-05-17,True
user_1888,Premium,Oceania,2017-10-17,True
user_1889,Enterprise,Oceania,2024-07-03,False
user_1890,Free,North America,2018-03-13,True
user_1891,Premium,North America,2018-06-08,False
user_1892,,South America,2023-11-05,False
user_1893,Premium,North America,2021-07-13,True
user_1894,Enterprise,Europe,2017-05-24,True
user_1895,,South America,2016-05-30,
user_1896,Enterprise,Oceania,2023-07-02,False
user_1897,Enterprise,Asia,2020-05-25,True
user_1898,Enterprise,Africa,2021-10-20,True
user_1899,Enterprise,Africa,2024-02-05,False
user_1900,Enterprise,Europe,2022-08-18,True
user_1901,Premium,Europe,2018-04-08,
user_1902,Premium,,,True
user_1903,Enterprise,South America,2024-01-29,False
user_1904,Premium,Africa,2016-03-02,True
user_1905,Premium,Africa,2016-07-25,False
user_1906,Enterprise,Europe,2017-10-23,False
user_1907,Free,North America,2016-06-16,True
user_1908,Free,Asia,2020-01-21,True
user_1909,Free,Oceania,2022-07-19,False
user_1910,,Oceania,2022-07-20,True
user_1911,Enterprise,,2015-09-22,True
user_1912,Premium,Europe,,False
user_1913,Enterprise,Oceania,2023-05-11,True
user_1914,Premium,Africa,2023-08-08,True
user_1915,Premium,South America,2017-01-12,False
user_1916,Free,Oceania,2022-03-31,False
user_1917,Premium,Oceania,2024-07-19,False
user_1918,Premium,North America,2024-07-05,True
user_1919,Enterprise,North America,2015-06-07,False
